labcode,bias_mean_2024,bias_variance_2024,bias_std_2024,n_measurements,n_files,rank_2024,is_special,special_note,x
399,20.9,0.0,0.0,1,1,192,False,,192
234,21.31,0.0,0.0,1,1,194,False,,193
96,21.72,0.0,0.0,1,1,195,False,,194
254,22.13,0.0,0.0,1,1,196,False,,195
179,22.13,0.0,0.0,1,1,196,False,,196
223,22.13,0.0,0.0,1,1,196,False,,197
222,22.13,0.0,0.0,1,1,196,False,,198
408,22.95,0.0,0.0,1,1,200,False,,199
427,22.95,0.0,0.0,1,1,200,False,,200
384,22.95,0.0,0.0,1,1,200,False,,201
158,22.95,0.0,0.0,1,1,200,False,,202
167,22.95,0.0,0.0,1,1,200,False,,203
475,25.0,0.0,0.0,1,1,205,False,,204
434,25.0,0.0,0.0,1,1,205,False,,205
149,26.23,0.0,0.0,1,1,207,False,,206
84,26.23,0.0,0.0,1,1,207,False,,207
421,27.05,0.0,0.0,1,1,209,False,,208
359,27.05,0.0,0.0,1,1,209,False,,209
109,27.05,0.0,0.0,1,1,209,False,,210
191,27.46,0.0,0.0,1,1,212,False,,211
230,28.69,0.0,0.0,1,1,213,False,,212
362,29.1,0.0,0.0,1,1,214,False,,213
13,30.33,0.0,0.0,1,1,215,False,,214
161,30.33,0.0,0.0,1,1,215,False,,215
121,31.15,0.0,0.0,1,1,217,False,,216
35,31.15,0.0,0.0,1,1,217,False,,217
30,31.15,0.0,0.0,1,1,217,False,,218
93,31.15,0.0,0.0,1,1,217,False,,219
38,31.15,0.0,0.0,1,1,217,False,,220
464,31.56,0.0,0.0,1,1,222,False,,221
445,34.84,0.0,0.0,1,1,223,False,,222
397,34.84,0.0,0.0,1,1,223,False,,223
76,35.25,0.0,0.0,1,1,225,False,,224
25,38.52,0.0,0.0,1,1,226,False,,225
181,38.52,0.0,0.0,1,1,226,False,,226
144,40.16,0.0,0.0,1,1,228,False,,227
507,43.44,0.0,0.0,1,1,229,False,,228
485,43.44,0.0,0.0,1,1,229,False,,229
326,46.72,0.0,0.0,1,1,231,False,,230
88,47.54,0.0,0.0,1,1,232,False,,231
172,47.54,0.0,0.0,1,1,232,False,,232
442,49.18,0.0,0.0,1,1,234,False,,233
